日付,カテゴリ,金額,場所,商品名・メモ
2021-08-21,食費,90,マルエツ,かっぱえびせん
2021-08-21,食費,259,マルエツ,おさつどき
2021-08-21,食費,213,マルエツ,ピーマン
2021-08-21,食費,170,マルエツ,南瓜
2021-08-21,食費,159,マルエツ,たべっ子どうぶつ
2021-08-21,食費,149,マルエツ,パックンチョ
2021-08-21,食費,216,マルエツ,フィッシュバーカー
2021-08-21,食費,280,セブン,コーヒーなど
2021-08-21,食費,990,笠間,木製トング
2021-08-21,食費,5066,宮崎ミート,宮崎ミート
2021-08-21,食費,268,タイヨー,サーモン
2021-08-21,食費,704,タイヨー,たこ
2021-08-21,食費,158,タイヨー,ミニトマト
2021-08-21,食費,212,タイヨー,枝豆
2021-08-21,食費,83,タイヨー,エリンギ
2021-08-22,食費,1002,ドンキホーテ,カーシャンプー
2021-08-22,食費,321,ドンキホーテ,醤油
2021-08-22,食費,192,ドンキホーテ,料理酒
2021-08-22,食費,106,ドンキホーテ,カー用スポンジ
2021-08-22,食費,321,ドンキホーテ,洗濯洗剤
2021-08-22,食費,1296,ドンキホーテ,アイブロウ
2021-08-22,食費,324,シャトレーゼ,お菓子
2021-08-22,食費,297,KALDI,バナナチップ
2021-08-22,食費,429,KALDI,旨だれ
2021-08-22,食費,239,KALDI,ジュース
2021-08-22,食費,105,ベルク,キャベツ
2021-08-22,食費,105,ベルク,レタス
2021-08-22,食費,138,ベルク,にんじん
2021-08-22,食費,278,ベルク,ミニトマト
2021-08-22,食費,486,ベルク,巨峰
2021-08-22,食費,213,ベルク,なす
2021-08-22,食費,106,ベルク,にら
2021-08-22,食費,643,ベルク,枝豆
2021-08-22,食費,213,ベルク,小松菜
2021-08-22,食費,149,ベルク,なす
2021-08-22,食費,213,ベルク,サンチュ
2021-08-22,食費,429,ベルク,しめじ
2021-08-22,食費,211,ベルク,ブリ
2021-08-22,食費,289,ベルク,サバ
2021-08-22,食費,427,ベルク,鮭フレーク
2021-08-22,食費,340,ベルク,豚こま肉
2021-08-22,食費,309,ベルク,豚ロース
2021-08-22,食費,339,ベルク,豚ロース
2021-08-22,食費,616,ベルク,合いびき肉
2021-08-22,食費,597,ベルク,鶏もも肉
2021-08-22,食費,196,ベルク,鶏むね肉
2021-08-22,食費,206,ベルク,鶏むね肉
2021-08-22,食費,220,ベルク,鶏むね肉
2021-08-22,食費,380,ベルク,鶏むね肉
2021-08-22,食費,425,ベルク,鶏むね肉
2021-08-22,食費,127,ベルク,食パン
2021-08-22,食費,149,ベルク,ヨーグルト
2021-08-22,食費,375,ベルク,生クリーム
2021-08-22,食費,170,ベルク,ヨーグルト
2021-08-22,食費,321,ベルク,塩ラーメン
2021-08-22,食費,170,ベルク,スンドゥブ
2021-08-22,食費,406,ベルク,キムチ
2021-08-24,交通費,5559,ガソリン,ガソリン
2021-08-24,食費,1100,イオン,クッションファンデ
2021-08-26,食費,640,マクドナルド,マクドナルド
2021-08-27,食費,1387,セイムス,入浴剤など
2021-08-27,食費,213,ベルク,枝豆
2021-08-27,食費,449,ベルク,たまご
2021-08-27,食費,751,ベルク,ウインナー
2021-08-28,食費,12100,すしひろ,お寿司
2021-08-28,食費,3850,高島屋,ワイングラス
2021-08-28,食費,1000,Nespresso,コーヒー
2021-08-28,食費,2240,Nespresso,マグ
2021-08-28,食費,799,和菓子,和菓子
2021-08-28,食費,1026,京北スーパー,ワイン
2021-08-28,光熱費,213,京北スーパー,アスパラガス
2021-08-28,食費,492,京北スーパー,枝豆
2021-08-28,食費,645,京北スーパー,いちじく
2021-08-28,食費,591,京北スーパー,チーズ
2021-08-28,食費,365,京北スーパー,ベーコン
2021-08-28,食費,1080,京北スーパー,ミモレット
2021-08-28,食費,450,京北スーパー,豚バラ肉
2021-08-28,食費,213,京北スーパー,春巻き
2021-08-28,食費,321,京北スーパー,コーン
2021-08-28,食費,73,京北スーパー,大葉
2021-08-29,食費,2486,アリオ,タカマル鮮魚店
2021-08-29,食費,2046,イオン,ワイン
2021-08-29,食費,982,ローソン,朝ごはん
2021-08-29,交通費,1628,ニトリ,バスケット吊り棚
2021-08-29,食費,5060,東京インテリア,ワイングラスハンガー
2021-08-30,食費,540,ヤオコー,お惣菜
2021-08-30,食費,213,ベルク,小松菜
2021-08-30,食費,267,ベルク,なし
2021-08-30,食費,62,ベルク,キャベツ
2021-08-30,食費,278,ベルク,きゅうり
2021-08-30,食費,246,ベルク,ミニトマト
2021-08-30,食費,170,ベルク,ナス
2021-08-30,食費,149,ベルク,青梗菜
2021-08-30,食費,276,ベルク,鶏もも肉
2021-08-30,食費,293,ベルク,鶏もも肉
2021-08-30,食費,111,ベルク,鶏むね肉
2021-08-30,食費,149,ベルク,ヨーグルト
2021-08-30,食費,170,ベルク,ヨーグルト
2021-08-30,食費,200,ベルク,きゅうりぬか漬け
2021-08-30,食費,6950,etc,etc
2021-08-30,食費,10000,ふるさと納税,米
2021-08-30,食費,15000,ふるさと納税,鰻
2021-09-01,固定費,110000,イオン銀行,ローン
2021-09-01,固定費,11302,楽天銀行,Macローン
2021-09-01,固定費,4410,哲太楽天銀行,車両保険(AIG損保)
2021-09-01,固定費,3280,哲太楽天銀行,アクサダイレクト
2021-09-01,固定費,5797,哲太楽天銀行,哲太メットライフ
2021-09-01,固定費,8467,楽天カード,奈月メットライフ
2021-09-01,光熱費,3880,コンビニ,下水道（2ヶ月毎）
2021-09-01,光熱費,5840,りそな銀行,水道局（2ヶ月毎）
2021-09-01,光熱費,6741,楽天カード,東京電力
2021-09-01,光熱費,9312,楽天カード,東京ガス
2021-09-01,固定費,687,楽天カード,ソネット
2021-09-01,固定費,3361,楽天カード,ソネット
2021-09-01,固定費,3617,哲太カード,楽天モバイル
2021-09-01,交通費,1000,ガソリン,ガソリン
2021-09-03,交通費,6329,Enejet,ガソリン
2021-09-03,交通費,1000,Enejet,ガソリン
2021-09-03,食費,1252,ジャパンミート,しゃぶしゃぶ肉
2021-09-03,食費,358,ローソン,コーヒーなど
2021-09-04,食費,537,ヤオコー,刺し身
2021-09-04,食費,196,ロピア,冷凍ほうれん草
2021-09-04,食費,174,ロピア,バナナクレープ
2021-09-04,食費,843,ロピア,豚バラブロック
2021-09-04,食費,174,ロピア,人参
2021-09-05,食費,1980,レイクタウン,シンガポールご飯の店
2021-09-05,食費,950,サンマルク,コーヒーなど
2021-09-05,食費,330,セリア,除菌シート
2021-09-05,食費,770,レイクタウン,ウッド皿
2021-09-05,食費,2987,マツキヨ,咳止め、アイシャドウなど
2021-09-05,食費,638,レイクタウン,ワイン
2021-09-05,食費,173,ベルク,レタス
2021-09-05,食費,63,ベルク,キャベツ
2021-09-05,食費,140,ベルク,人参
2021-09-05,食費,327,ベルク,玉ねぎ
2021-09-05,食費,327,ベルク,ミニトマト
2021-09-05,食費,107,ベルク,小松菜
2021-09-05,食費,140,ベルク,ピーマン
2021-09-05,食費,655,ベルク,枝豆
2021-09-05,食費,107,ベルク,小松菜
2021-09-05,食費,1243,ベルク,肩ロースステーキ肉
2021-09-05,食費,185,ベルク,鶏むね肉
2021-09-05,食費,189,ベルク,鶏むね肉
2021-09-05,食費,184,ベルク,ピザソース
2021-09-05,食費,437,ベルク,チーズ
2021-09-05,食費,129,ベルク,食パン
2021-09-05,食費,569,ベルク,チーズ
2021-09-05,食費,151,ベルク,ヨーグルト
2021-09-05,食費,250,ベルク,チョコレート
2021-09-05,食費,173,ベルク,牛乳
2021-09-05,食費,140,ベルク,ポッカレモン
2021-09-05,食費,283,ベルク,にんにくチューブ
2021-09-05,食費,206,ベルク,小麦粉
2021-09-05,食費,347,ベルク,片栗粉
2021-09-05,食費,305,ベルク,たまご
2021-09-05,食費,173,ベルク,餃子の皮
2021-09-05,食費,85,ベルク,納豆
2021-09-06,食費,391,ベルク,鶏むね肉
2021-09-08,食費,838,ローソン,スイーツ
2021-09-11,食費,10440,成田マッサージ,成田マッサージ
2021-09-11,食費,210,料金所,有料道路
2021-09-11,食費,2000,イバライド,入場料
2021-09-11,食費,1530,イバライド,ウインナーなど
2021-09-11,食費,2300,イバライド,ランチ
2021-09-11,食費,400,イバライド,ソフトクリーム
2021-09-11,食費,650,らポッポ,大学芋
2021-09-11,食費,180,セブンイレブン,アイスコーヒー
2021-09-11,交通費,8100,Eneos,ガソリン
2021-09-12,食費,1760,アリオ,おつまみ本
2021-09-12,食費,1155,KALDI,ワイン
2021-09-12,食費,159,KALDI,ルーローハンのもと
2021-09-12,食費,213,KALDI,スイートチリソース
2021-09-12,食費,182,KALDI,ミーゴレン
2021-09-12,食費,365,KALDI,チャンジャ
2021-09-12,食費,3300,タカマル鮮魚店,刺し身、鮭など
2021-09-12,食費,190,無印,手打ちパスタのもと
2021-09-12,食費,350,無印,カレー
2021-09-12,食費,350,無印,カレー
2021-09-12,食費,350,無印,カモミールティー
2021-09-12,食費,390,無印,パッタイ
2021-09-12,食費,390,無印,ラクサ
2021-09-12,食費,1650,アリオ,カー消臭
2021-09-12,食費,1320,アリオ,スカルプシャンプーくし
2021-09-12,食費,108,ベルク,アボカド
2021-09-12,食費,74,ベルク,大葉
2021-09-12,食費,217,ベルク,めかぶ
2021-09-12,食費,409,ベルク,豚薄切り
2021-09-12,食費,132,ベルク,鶏むね肉
2021-09-12,食費,236,ベルク,鶏むね肉
2021-09-12,食費,398,ベルク,鶏むね肉
2021-09-12,食費,382,ベルク,モッツァレラチーズ
2021-09-12,食費,173,ベルク,ヨーグルト
2021-09-12,食費,217,ベルク,ケーキシロップ
2021-09-12,食費,305,ベルク,めんつゆ
2021-09-12,食費,103,ベルク,茶碗蒸しのもと
2021-09-12,食費,327,ベルク,バナナチップ
2021-09-12,食費,107,ベルク,納豆
2021-09-12,食費,107,ベルク,寿司がり
2021-09-13,食費,653,ヤオコー,ティッシュ
2021-09-13,食費,327,ヤオコー,讃岐カレーうどん
2021-09-13,食費,305,ヤオコー,ふわふわパンケーキのもと
2021-09-13,食費,217,ヤオコー,チョコ
2021-09-13,食費,308,ヤオコー,えごまドレッシング
2021-09-13,食費,1408,ヤオコー,玄米
2021-09-14,食費,499,無印良品,落ち綿ふきん
2021-09-14,食費,190,無印良品,本ノート
2021-09-14,食費,290,無印良品,歯みがきシート
2021-09-14,食費,290,無印良品,歯みがきシート
2021-09-14,食費,1290,無印良品,ロールオンフレグランス
2021-09-16,食費,120280,ほてるとく川,ホテルとく川
2021-09-16,食費,1179,ローソン,昼ごはん
2021-09-16,交通費,3656,Enejet,ガソリン
2021-09-16,食費,370,SA,ずんだシェイク
2021-09-16,食費,1023,ツルハ,湿布
2021-09-16,食費,7000,日光東照宮,入館料、駐車場、お守りなど
2021-09-17,食費,700,金谷ホテル,カレーパイ
2021-09-17,食費,880,金谷ホテル,歴史館
2021-09-17,食費,510,華厳の滝,通行手形
2021-09-17,食費,320,華厳の滝,駐車場
2021-09-17,食費,1260,ローソン,ワインなど
2021-09-19,食費,280,アンデルセン,パン
2021-09-19,食費,138320,ふふ,ふふ日光
2021-09-19,交通費,2000,ガソリン,ガソリン
2021-09-19,交通費,4974,ガソリン,ガソリン
2021-09-20,食費,2618,イオン,五穀
2021-09-20,食費,3080,イオン,料理本
2021-09-20,食費,16280,アース,美容院・奈月
2021-09-20,食費,327,イオン,むきえび
2021-09-20,食費,99,イオン,豆腐
2021-09-20,食費,96,イオン,薄揚げ
2021-09-20,食費,79,イオン,納豆
2021-09-20,食費,74,イオン,お茶
2021-09-20,食費,173,イオン,もずく
2021-09-20,食費,39,イオン,もやし
2021-09-20,食費,195,イオン,ヨーグルト
2021-09-20,食費,566,イオン,鶏むね肉
2021-09-20,食費,217,イオン,たまご
2021-09-20,食費,162,イオン,食パン
2021-09-20,食費,217,イオン,めかぶ
2021-09-20,食費,173,イオン,ニラ
2021-09-23,食費,1800,サイゼリア,サイゼリア
2021-09-23,食費,1279,アウトレット,サンクゼール・パスタ、調味料
2021-09-23,食費,5445,アウトレット,食器
2021-09-23,食費,27447,楽天,リファファインバブル
2021-09-25,食費,1300,丸亀製麺,うどん
2021-09-25,食費,2293,マツキヨ,クリーム、綿棒
2021-09-25,食費,620,マクドナルド,マクドナルド
2021-09-25,食費,118,ヤオコー,牛乳
2021-09-25,食費,107,ヤオコー,キャベツ
2021-09-25,食費,429,ヤオコー,豚薄切り
2021-09-25,食費,305,ヤオコー,エビフライ
2021-09-25,食費,349,ヤオコー,みかん
2021-09-25,食費,151,ベルク,キャベツ
2021-09-25,食費,272,ベルク,レタス
2021-09-25,食費,206,ベルク,きゅうり
2021-09-25,食費,74,ベルク,だいこん
2021-09-25,食費,107,ベルク,人参
2021-09-25,食費,327,ベルク,とまと
2021-09-25,食費,85,ベルク,えのき
2021-09-25,食費,327,ベルク,枝豆
2021-09-25,食費,217,ベルク,ナス
2021-09-25,食費,303,ベルク,こまつな
2021-09-25,食費,173,ベルク,小ねぎ
2021-09-25,食費,107,ベルク,しめじ
2021-09-25,食費,968,ベルク,刺身盛り合わせ
2021-09-25,食費,358,ベルク,鶏もも肉
2021-09-25,食費,361,ベルク,鶏もも肉
2021-09-25,食費,156,ベルク,鶏むね肉
2021-09-25,食費,179,ベルク,鶏むね肉
2021-09-25,食費,201,ベルク,鶏むね肉
2021-09-25,食費,444,ベルク,豚ひき肉
2021-09-25,食費,171,ベルク,シュークリーム
2021-09-25,食費,151,ベルク,パン粉
2021-09-25,食費,228,ベルク,たまご
2021-09-25,食費,63,ベルク,納豆
2021-09-25,食費,4820,整骨院,整骨院
2021-09-25,食費,4370,カイロ,カイロ
2021-09-26,食費,280,セブン,コーヒー
2021-09-26,食費,280,メンチカツ,メンチカツ
2021-09-26,食費,574,焼き鳥,焼き鳥
2021-09-26,食費,820,リンガーハット,リンガーハット
2021-09-26,食費,328,北野エース,どらやき
2021-09-26,食費,374,北野エース,タルタルソース
2021-09-26,食費,220,北野エース,栗蒸し羊羹
2021-09-26,食費,220,北野エース,がんもどき
2021-09-26,食費,2178,北野エース,ワイン2本
2021-09-26,食費,5080,美容院,哲太美容院
2021-09-27,食費,3150,カイロ,カイロ
2021-09-28,食費,5940,楽天,ディスペンサー
2021-09-30,食費,841,からやま,からやま
2021-09-30,食費,93,イオン,野菜生活
2021-09-30,食費,206,イオン,ヨーグルト
2021-09-30,食費,11180,ETC,ETC
2021-10-01,固定費,110000,イオン銀行,ローン
2021-10-01,固定費,11302,楽天銀行,Macローン
2021-10-01,固定費,4410,哲太楽天銀行,車両保険(AIG損保)
2021-10-01,固定費,3280,哲太楽天銀行,アクサダイレクト
2021-10-01,固定費,5797,哲太楽天銀行,哲太メットライフ
2021-10-01,固定費,8467,楽天カード,奈月メットライフ
2021-10-01,光熱費,4639,楽天カード,東京電力
2021-10-01,光熱費,11210,楽天カード,東京ガス
2021-10-01,固定費,687,楽天カード,ソネット
2021-10-01,固定費,3361,楽天カード,ソネット
2021-10-01,固定費,4634,楽天カード,楽天モバイル
2021-10-01,固定費,3788,哲太カード,楽天モバイル
2021-10-01,食費,389,アリオ,カツカレーなど
2021-10-02,食費,6385,器やま和,食器
2021-10-02,交通費,7492,Enejet,ガソリン
2021-10-02,食費,500,房総のむら,入館料
2021-10-02,食費,280,房総のむら,だんご.ラムネ
2021-10-02,食費,150,房総のむら,れんこん
2021-10-02,食費,243,ヤオコー,さんま
2021-10-02,食費,609,ヤオコー,豚薄切り
2021-10-02,食費,437,ヤオコー,たらこ
2021-10-02,食費,547,ヤオコー,刺身
2021-10-02,食費,233,ヤオコー,たこ
2021-10-02,食費,327,ヤオコー,舞茸
2021-10-02,食費,129,ヤオコー,納豆
2021-10-02,食費,140,ヤオコー,エリンギ
2021-10-02,食費,422,ヤオコー,さつまいも
2021-10-02,食費,528,ヤオコー,しいたけ
2021-10-02,食費,173,ヤオコー,サラダな
2021-10-02,食費,44,ヤオコー,大葉
2021-10-02,食費,1400,房総のむら,お蕎麦、おにぎり
2021-10-03,食費,500,千波湖,千波湖
2021-10-03,食費,210,有料道路,有料道路
2021-10-03,食費,511,セブン,コーヒーなど
2021-10-03,食費,1650,京成デパート,サボン、ハンドミスト
2021-10-03,食費,756,京成デパート,本高砂屋お菓子
2021-10-03,食費,308,京成デパート,フォンドボー
2021-10-03,食費,1100,京成デパート,ろくすけの塩
2021-10-03,食費,264,京成デパート,わさび
2021-10-04,食費,12350,DHOLIC,服
2021-10-05,食費,162,ベルク,きゅうり
2021-10-05,食費,140,ベルク,人参
2021-10-05,食費,206,ベルク,小松菜
2021-10-05,食費,151,ベルク,ニラ
2021-10-05,食費,294,ベルク,塩サバ
2021-10-05,食費,350,ベルク,豚肉薄切り
2021-10-05,食費,521,ベルク,合いびき肉
2021-10-05,食費,784,ベルク,鶏もも肉
2021-10-05,食費,353,ベルク,鶏むね肉
2021-10-05,食費,184,ベルク,ピザソース
2021-10-05,食費,110,ベルク,食パン
2021-10-05,食費,217,ベルク,チーズ
2021-10-05,食費,162,ベルク,ヨーグルト
2021-10-05,食費,327,ベルク,塩ラーメン
2021-10-05,食費,457,ベルク,たまご
2021-10-05,食費,63,ベルク,納豆
2021-10-05,食費,2360,カイロ,カイロ
2021-10-05,食費,1000,楽天,ルイボスティー
2021-10-09,交通費,8093,ガソリン,ガソリン
2021-10-09,食費,230,ローソン,マカロン
2021-10-09,食費,1430,マクドナルド,マクドナルド
2021-10-09,食費,1379,セイコーマート,お弁当
2021-10-09,食費,2000,陶芸の森美術館,入館料
2021-10-09,食費,1595,イオン,咳止め
2021-10-09,食費,1100,イオン,眉毛ペンシル
2021-10-09,食費,657,イオン,化粧水
2021-10-09,食費,1518,イオン,コンタクト洗浄液
2021-10-09,食費,1188,イオン,めぐりズム
2021-10-09,食費,22180,サロンドアジア,マッサージ
2021-10-09,食費,20000,サロンドアジア,回数券2枚
2021-10-14,食費,59,ベルク,茎わかめ
2021-10-14,食費,77,ベルク,エクレア
2021-10-14,食費,129,ベルク,牛乳
2021-10-14,食費,305,ベルク,キャノーラ油
2021-10-14,食費,195,ベルク,塩コショウ詰め替え
2021-10-14,食費,220,ベルク,こくまろカレールー
2021-10-14,食費,228,ベルク,たまご
2021-10-14,食費,173,ベルク,うどん
2021-10-14,食費,437,ベルク,梅干し
2021-10-15,食費,3830,びっくりドンキー,びっくりドンキー
2021-10-16,食費,217,わくわく広場,ボーロ
2021-10-16,食費,602,わくわく広場,ゆこう酢
2021-10-16,食費,173,ヤオコー,料理酒
2021-10-16,食費,305,ヤオコー,すし酢
2021-10-16,食費,195,ヤオコー,新生姜
2021-10-16,食費,108,ヤオコー,白ネギ
2021-10-16,食費,108,ヤオコー,みょうが
2021-10-16,食費,84,ヤオコー,大葉
2021-10-16,食費,140,ヤオコー,生姜
2021-10-17,食費,2910,つくばイーアス,美味コレクション
2021-10-17,食費,350,サンマルク,コーヒー
2021-10-17,食費,770,ダイソー,スポンジなど
2021-10-17,食費,210,有料道路,有料道路
2021-10-17,食費,150,セブン,おさつどき
2021-10-17,食費,215,マルエツ,おさつどき
2021-10-17,食費,217,マルエツ,緑茶
2021-10-17,食費,149,マルエツ,納豆
2021-10-17,食費,107,マルエツ,シュークリーム
2021-10-17,食費,217,マルエツ,ヨーグルト
2021-10-17,食費,118,マルエツ,ヨーグルト
2021-10-17,食費,118,マルエツ,ヨーグルト
2021-10-17,食費,638,マルエツ,巨峰
2021-10-17,食費,118,マルエツ,雪見だいふく
2021-10-18,食費,1500,整骨院,整骨院
2021-10-18,食費,135,イオン,コロッケ
2021-10-18,交通費,6979,Enejet,ガソリン
2021-10-19,食費,2403,KALDI,KALDI
2021-10-19,食費,4730,イオン,ファンデ、アイシャドウ
2021-10-21,食費,3339,イオン,ハンドクリーム＆ネイルオイル
2021-10-21,食費,960,マツキヨ,アクエリ、冷えピタ
2021-10-21,食費,173,ヤオコー,歌舞伎揚
2021-10-21,食費,74,ヤオコー,ポテチ
2021-10-21,食費,217,ヤオコー,ゼリー
2021-10-21,食費,195,ヤオコー,きんぴら
2021-10-21,食費,195,ヤオコー,卯の花
2021-10-21,食費,103,ヤオコー,えのき
2021-10-21,食費,108,ヤオコー,シュークリーム
2021-10-21,食費,327,ヤオコー,モンブラン
2021-10-21,食費,151,ヤオコー,メンチカツ
2021-10-21,食費,217,ヤオコー,焼き鳥
2021-10-21,食費,437,ヤオコー,とんかつ
2021-10-21,食費,108,ヤオコー,レタス
2021-10-21,食費,283,ヤオコー,コロッケ
2021-10-21,食費,700,整骨院,カイロ
2021-10-22,食費,7800,川崎苑,焼き肉
2021-10-23,食費,1057,からやま,からやま
2021-10-23,食費,575,ローソン,お茶など
2021-10-23,食費,280,ファミマ,お茶など
2021-10-23,食費,620,かじま,コロッケなど
2021-10-23,食費,790,めんたいパーク,明太丼
2021-10-23,食費,877,イオン,珪藻土マット
2021-10-23,食費,877,イオン,タオル
2021-10-23,交通費,4991,Enejet,ガソリン
2021-10-23,食費,215,ベルク,りんご
2021-10-23,食費,63,ベルク,キャベツ
2021-10-23,食費,162,ベルク,きゅうり
2021-10-23,食費,74,ベルク,大根
2021-10-23,食費,217,ベルク,しいたけ
2021-10-23,食費,127,ベルク,小松菜
2021-10-23,食費,108,ベルク,レタス
2021-10-23,食費,173,ベルク,舞茸
2021-10-23,食費,151,ベルク,ひらたけ
2021-10-23,食費,979,ベルク,刺身盛り合わせ
2021-10-23,食費,217,ベルク,鮭フレーク
2021-10-23,食費,380,ベルク,豚肉生姜焼き肉
2021-10-23,食費,440,ベルク,豚バラブロック
2021-10-23,食費,297,ベルク,鶏もも肉
2021-10-23,食費,325,ベルク,鶏もも肉
2021-10-23,食費,171,ベルク,鶏むね肉
2021-10-23,食費,369,ベルク,鶏むね肉
2021-10-23,食費,378,ベルク,鶏むね肉
2021-10-23,食費,107,ベルク,柿の種
2021-10-23,食費,129,ベルク,食パン
2021-10-23,食費,184,ベルク,ヨーグルト
2021-10-23,食費,108,ベルク,ヨーグルト
2021-10-23,食費,338,ベルク,バター
2021-10-23,食費,162,ベルク,ヨーグルト
2021-10-23,食費,327,ベルク,ラーメン
2021-10-23,食費,457,ベルク,たまご
2021-10-23,食費,108,ベルク,千切り大根
2021-10-23,食費,173,ベルク,野菜天
2021-10-23,食費,148,ベルク,餅入り巾着
2021-10-23,食費,162,ベルク,ごぼう巻
2021-10-23,食費,171,ベルク,納豆
2021-10-23,食費,700,整骨院,カイロ
2021-10-24,食費,210,有料道路,有料道路
2021-10-24,食費,660,京成百貨店,コーヒー
2021-10-24,食費,650,ビアード・パパ,シュークリーム
2021-10-24,食費,580,銀だこ,たこ焼き
2021-10-24,食費,15356,スポーツオーソリティ,水着一式2人分
2021-10-24,食費,2000,友部SA,お昼ごはん
2021-10-25,食費,1100,ジョイフルアスレチック,体験
2021-10-25,食費,39600,ジョイフルアスレチック,2ヶ月分
2021-10-26,食費,1980,マツキヨ,オシリア
2021-10-26,食費,5239,マツキヨ,シャンプーなどプール用
2021-10-27,食費,42,ベルク,白菜
2021-10-27,食費,489,ベルク,ぶどう
2021-10-27,食費,84,ベルク,レタス
2021-10-27,食費,217,ベルク,バナナ
2021-10-27,食費,217,ベルク,めかぶ
2021-10-27,食費,512,ベルク,ささみ肉
2021-10-27,食費,85,ベルク,エクレア
2021-10-27,食費,325,ベルク,SAVAS
2021-10-27,食費,283,ベルク,赤から鍋ベース
2021-10-27,食費,435,ベルク,パスタソース
2021-10-27,食費,435,ベルク,パスタソース
2021-10-27,食費,435,ベルク,パスタソース
2021-10-27,食費,435,ベルク,パスタソース
2021-10-27,食費,217,ベルク,あまにドレッシング
2021-10-27,食費,151,ベルク,一平ちゃん
2021-10-27,食費,303,ベルク,パン粉
2021-10-27,食費,437,ベルク,狭山お茶ティーバック
2021-10-27,食費,173,ベルク,茶碗蒸し
2021-10-27,食費,171,ベルク,納豆
2021-10-27,食費,193,ベルク,幅広麺
2021-10-27,食費,4300,Nespresso,コーヒー
2021-10-29,交通費,6249,Enejet,ガソリン
2021-10-29,食費,1518,スシロー,スシロー
2021-10-29,食費,1320,マクド,マクド
2021-10-29,食費,1100,丸亀うどん,丸亀うどん
2021-10-29,食費,632,セブンイレブン,コーヒーなど
2021-10-29,食費,7430,ほしなが耳鼻科,診察料
2021-10-29,医療費,1510,ほしなが耳鼻科,薬代
2021-10-29,食費,7800,健康診断,健康診断
2021-10-30,食費,4090,高島屋,エッグスンシングス
2021-10-30,食費,400,高島屋,駐車場
2021-10-30,食費,1650,高島屋,ボディクリーム
2021-10-30,食費,918,高島屋,和菓子
2021-10-30,食費,1296,高島屋,和菓子
2021-10-30,食費,309,セブンイレブン,コーヒー
2021-10-30,食費,4389,イオン,スニーカー
2021-10-30,食費,110,セリア,かご
2021-10-30,食費,108,ベルク,キャベツ
2021-10-30,食費,173,ベルク,ねぎ
2021-10-30,食費,85,ベルク,えのき
2021-10-30,食費,173,ベルク,人参
2021-10-30,食費,96,ベルク,舞茸
2021-10-30,食費,498,ベルク,豚バラしゃぶしゃぶ
2021-10-30,食費,561,ベルク,豚バラしゃぶしゃぶ
2021-10-30,食費,646,ベルク,豚ロースしゃぶしゃぶ
2021-10-30,食費,139,ベルク,鶏むね肉
2021-10-30,食費,148,ベルク,鶏むね肉
2021-10-30,食費,173,ベルク,鶏むね肉
2021-10-30,食費,201,ベルク,鶏むね肉
2021-10-30,食費,217,ベルク,チーズ
2021-10-30,食費,129,ベルク,牛乳
2021-10-30,食費,184,ベルク,ヨーグルト
2021-10-30,食費,162,ベルク,ヨーグルト
2021-10-30,食費,63,ベルク,薄揚げ
2021-10-31,食費,560,イオン,スコーン
2021-10-31,食費,271,セブン,お茶など
2021-10-31,食費,1073,イオン,お惣菜
2021-10-31,食費,1300,丸亀製麺,丸亀製麺
2021-10-31,食費,39600,ビズメイツ,哲太英会話
2021-10-31,食費,3300,リゼ,脱毛
2021-10-31,食費,990,Netflix,Netflix
2021-10-31,食費,10000,ふるさと納税,さつまいも
2021-10-31,食費,10000,ふるさと納税,むきえび
2021-10-31,食費,24000,ふるさと納税,鰻
2021-10-31,食費,10000,ふるさと納税,米（17Kg）無洗米
2021-10-31,食費,15000,ふるさと納税,干物
2021-10-31,食費,16840,etc,etc
2021-11-01,固定費,110000,イオン銀行,ローン
2021-11-01,固定費,11302,楽天銀行,Macローン
2021-11-01,固定費,4410,哲太楽天銀行,車両保険(AIG損保)
2021-11-01,固定費,3280,哲太楽天銀行,アクサダイレクト
2021-11-01,固定費,5797,哲太楽天銀行,哲太メットライフ
2021-11-01,固定費,8467,楽天カード,奈月メットライフ
2021-11-01,光熱費,3880,コンビニ,下水道（2ヶ月毎）
2021-11-01,光熱費,5840,りそな銀行,水道局（2ヶ月毎）
2021-11-01,光熱費,4402,楽天カード,東京電力
2021-11-01,光熱費,13053,楽天カード,東京ガス
2021-11-01,固定費,687,楽天カード,ソネット
2021-11-01,固定費,3361,楽天カード,ソネット
2021-11-01,固定費,3076,楽天カード,楽天モバイル
2021-11-01,固定費,8046,哲太カード,楽天モバイル
2021-11-01,食費,990,Netflix,Netflix
2021-11-02,食費,3256,スシロー,スシロー
2021-11-02,食費,150,ローソン,コーヒー
2021-11-02,食費,265,カスミ,お茶、チョコパイ
2021-11-02,交通費,4133,Enejet,ガソリン
2021-11-03,食費,418,ロフト,誕生日カード
2021-11-03,食費,264,アリオ,コーヒー、お茶
2021-11-03,食費,2598,タカマル鮮魚店,お弁当など
2021-11-03,食費,1430,アリオ,カチューシャ
2021-11-03,食費,327,カワチ,タンポン
2021-11-03,食費,8833,高島屋,ラルフ・ローレン手袋
2021-11-03,食費,1080,高島屋,ティーセット
2021-11-03,食費,712,高島屋,バームクーヘンなど
2021-11-03,食費,1650,高島屋,喫茶店
2021-11-04,食費,42,ベルク,白菜
2021-11-04,食費,33,ベルク,キャベツ
2021-11-04,食費,217,ベルク,小松菜
